,Rbin,std,v_index,npt,v
6298,123100,3197.451448759031,11,4.0,1.40
6299,121600,,11,1.0,1.40
6300,112900,4836.87554835893,11,2.0,1.40
6301,129100,1586.894483108381,11,4.0,1.40
6302,134800,2182.711618603455,11,7.0,1.40
6303,114100,,11,1.0,1.40
6304,112600,,11,1.0,1.40
6305,124600,1208.4068191457136,11,2.0,1.40
6306,169600,3237.323919062409,11,11.0,1.40
6307,110200,589.3514050320753,11,2.0,1.40
6308,116600,1572.1406635201429,11,6.0,1.40
6309,109600,,11,1.0,1.40
6310,107300,,11,1.0,1.40
6311,112300,785.9823329192157,11,2.0,1.40
6312,123700,1126.9003928033271,11,3.0,1.40
6313,118900,,11,1.0,1.40
6314,114000,,11,1.0,1.40
6315,117100,,11,1.0,1.40
6316,122000,2624.161653330926,11,2.0,1.40
6317,170700,2409.915143873615,11,9.0,1.40
6318,114500,4823.390801070834,11,2.0,1.40
6319,169300,1717.1644984280786,11,11.0,1.40
6320,168200,3050.8423706403323,11,20.0,1.40
6321,169700,3094.6089569034434,11,11.0,1.40
6322,171300,3204.605412794785,11,7.0,1.40
6323,171500,1802.0605896174368,11,9.0,1.40
6324,170100,2852.6256319795834,11,12.0,1.40
6325,170200,1957.1883544861184,11,11.0,1.40
6326,169800,4049.144014656794,11,9.0,1.40
6327,170900,2989.6772995962187,11,14.0,1.40
6328,171900,2428.553791400825,11,9.0,1.40
6329,167800,2657.719479889233,11,23.0,1.40
6330,169000,2420.780174653699,11,13.0,1.40
6331,168900,2362.2667498251994,11,16.0,1.40
6332,112500,1350.9993209893632,11,2.0,1.40
6333,114900,1924.7225613028702,11,2.0,1.40
6334,170600,5208.459051981401,11,6.0,1.40
6335,172000,3600.7735296110823,11,5.0,1.40
6336,170300,2571.487020407505,11,8.0,1.40
6337,168400,2841.098677292805,11,20.0,1.40
6338,119900,2927.072745081819,11,3.0,1.40
6339,171800,2516.3375036130724,11,8.0,1.40
6340,173400,4400.460345872338,11,4.0,1.40
6341,113700,,11,1.0,1.40
6342,115900,,11,1.0,1.40
6343,105600,,11,1.0,1.40
6344,106500,,11,1.0,1.40
6345,113500,2721.0463308969393,11,2.0,1.40
6346,122700,,11,1.0,1.40
6347,120200,44.133406835151,11,2.0,1.40
6348,111100,,11,1.0,1.40
6349,116200,,11,1.0,1.40
6350,119400,,11,1.0,1.40
6351,116800,,11,1.0,1.40
6352,122500,,11,1.0,1.40
6353,123400,1581.9856947530595,11,2.0,1.40
6354,107600,,11,1.0,1.40
6355,170800,2547.277257177463,11,9.0,1.40
6356,172300,3045.9962621650993,11,11.0,1.40
6357,170000,2786.9814989147253,11,5.0,1.40
6358,173000,1120.0134351651136,11,4.0,1.40
6359,115800,,11,1.0,1.40
6360,117400,,11,1.0,1.40
6361,111400,,11,1.0,1.40
6362,110500,,11,1.0,1.40
6363,171700,2000.782141420999,11,9.0,1.40
6364,170500,2072.246603382303,11,6.0,1.40
6365,172500,974.6030668007272,11,2.0,1.40
6366,173100,1437.8406904574838,11,4.0,1.40
6367,172200,959.5007250320746,11,4.0,1.40
6368,170400,3754.7233126687197,11,8.0,1.40
6369,171000,1024.3535455134886,11,5.0,1.40
6370,172700,553.5147790035584,11,4.0,1.40
6371,171600,2276.6866641976058,11,6.0,1.40
6372,171100,3269.2041915561535,11,9.0,1.40
6373,172400,2619.433269179532,11,5.0,1.40
6374,171400,1644.7362772212473,11,7.0,1.40
6375,173200,2114.92227122078,11,5.0,1.40
6376,172600,2022.7465963058805,11,4.0,1.40
6377,172900,1723.9118855698468,11,3.0,1.40
6378,175000,451.5484019569727,11,3.0,1.40
6379,174400,,11,1.0,1.40
6380,174900,2872.0909684844596,11,2.0,1.40
6381,173500,3581.6452108042,11,4.0,1.40
6382,177900,,11,1.0,1.40
6383,174700,2420.808664964362,11,3.0,1.40
6384,173300,1987.1405121528428,11,3.0,1.40
6385,174000,2749.6615681423136,11,4.0,1.40
6386,174100,2996.1770180329254,11,4.0,1.40
6387,176300,413.7348067983226,11,2.0,1.40
6388,175500,3440.02139617121,11,4.0,1.40
6389,174600,1865.9555962973811,11,3.0,1.40
6390,173600,1565.181081989339,11,3.0,1.40
6391,176700,,11,1.0,1.40
6392,171200,2187.4701975760045,11,5.0,1.40
6393,117300,,11,1.0,1.40
6394,120000,,11,1.0,1.40
6395,174300,4664.770867201259,11,3.0,1.40
6396,168800,1382.1336475061821,11,8.0,1.40
6397,115500,,11,1.0,1.40
6398,174200,1351.4462285006555,11,3.0,1.40
6399,172100,2584.058607153692,11,5.0,1.40
6400,173700,1573.0805687274915,11,2.0,1.40
6401,176500,3392.0575206126045,11,2.0,1.40
6402,175700,2461.0540946520023,11,6.0,1.40
6403,175100,,11,1.0,1.40
6404,174800,2467.824763427963,11,2.0,1.40
6405,178600,,11,1.0,1.40
6406,175900,2203.4773126987548,11,2.0,1.40
6407,177200,,11,1.0,1.40
6408,172800,2281.1439867454606,11,3.0,1.40
6409,175300,,11,1.0,1.40
6410,175400,963.2180523419512,11,3.0,1.40
6411,176200,838.4629143354048,11,2.0,1.40
6412,177500,,11,1.0,1.40
6413,173900,1414.0699313081666,11,2.0,1.40
6414,174500,,11,1.0,1.40
6415,176400,,11,1.0,1.40
6416,176000,,11,1.0,1.40
6417,177700,,11,1.0,1.40
6418,100300,,12,1.0,1.45
6419,105700,,12,1.0,1.45
6420,108700,,12,1.0,1.45
6421,110700,,12,1.0,1.45
6422,116700,1577.3520561734413,12,3.0,1.45
6423,118000,62.214348200960146,12,2.0,1.45
6424,119100,1847.7839370024403,12,3.0,1.45
6425,119900,,12,1.0,1.45
6426,119600,993.4360369061654,12,3.0,1.45
6427,121800,2491.0037662085083,12,3.0,1.45
6428,123100,1244.4416436275874,12,2.0,1.45
6429,124900,1247.5407600670067,12,2.0,1.45
6430,124800,793.0754978179932,12,2.0,1.45
6431,125500,,12,1.0,1.45
6432,124400,3181.2854465047208,12,4.0,1.45
6433,125900,1923.6086700384583,12,8.0,1.45
6434,131000,2007.7012253550754,12,8.0,1.45
6435,130000,2150.0056319790197,12,5.0,1.45
6436,129200,3119.9319885695522,12,6.0,1.45
6437,126100,3326.8814322227663,12,5.0,1.45
6438,134000,1548.5505747689313,12,5.0,1.45
6439,132500,1632.1415119214807,12,4.0,1.45
6440,134300,2034.3663552226537,12,7.0,1.45
6441,131400,879.9768827812067,12,3.0,1.45
6442,131900,2617.640853073842,12,7.0,1.45
6443,132900,2616.564636502808,12,5.0,1.45
6444,134700,2465.349561644405,12,6.0,1.45
6445,134200,2419.6611246558004,12,7.0,1.45
6446,133100,2117.187233574995,12,8.0,1.45
6447,135900,2955.395419933159,12,9.0,1.45
6448,136900,3024.7131519833997,12,8.0,1.45
6449,136000,1485.4658279862615,12,6.0,1.45
6450,137900,2480.3855448147337,12,12.0,1.45
6451,139100,3088.6735741692846,12,11.0,1.45
6452,134500,2307.9105981243583,12,16.0,1.45
6453,137700,1895.336444610214,12,9.0,1.45
6454,135700,1601.9853546726192,12,9.0,1.45
6455,138600,1771.5957959181364,12,8.0,1.45
6456,140800,3022.289115006544,12,7.0,1.45
6457,137500,2101.586023707691,12,11.0,1.45
6458,139400,1987.7030158461473,12,7.0,1.45
6459,142500,2091.81537007528,12,10.0,1.45
6460,141000,2816.0600297446586,12,9.0,1.45
6461,142900,2648.7735835349217,12,13.0,1.45
6462,140900,1693.1675907897334,12,11.0,1.45
6463,140000,1086.7578804650889,12,14.0,1.45
6464,143700,1654.063274599357,12,15.0,1.45
6465,143600,1646.989967948017,12,12.0,1.45
6466,143000,1972.8052321815453,12,18.0,1.45
6467,140600,2081.3151979834934,12,14.0,1.45
6468,141800,2136.3138933968794,12,17.0,1.45
6469,140300,2727.830836553389,12,6.0,1.45
6470,143500,2514.4830466896856,12,15.0,1.45
6471,143100,2752.9008619361935,12,14.0,1.45
6472,143400,2308.540601940793,12,23.0,1.45
6473,144100,2331.6888065284465,12,14.0,1.45
6474,144500,2394.0839930333836,12,19.0,1.45
6475,146100,2143.8596044538954,12,16.0,1.45
6476,146300,2640.6188035283867,12,25.0,1.45
6477,143900,2434.7508819895847,12,19.0,1.45
6478,145700,2324.3265146210424,12,15.0,1.45
6479,144700,2507.0740159466727,12,19.0,1.45
6480,149600,2383.53470979628,12,35.0,1.45
6481,145000,1890.852506145194,12,12.0,1.45
6482,145600,3918.07057256507,12,12.0,1.45
6483,147600,2780.3307911945662,12,24.0,1.45
6484,146200,1398.5040877261424,12,19.0,1.45
6485,145500,1718.7804294372218,12,23.0,1.45
6486,145800,3058.94270463588,12,15.0,1.45
6487,148000,2083.4040939473584,12,19.0,1.45
6488,148400,2391.099475987519,12,23.0,1.45
6489,147500,1967.3897925308354,12,19.0,1.45
6490,146600,2344.644200256979,12,14.0,1.45
6491,146700,2558.652025162532,12,16.0,1.45
6492,147300,2747.4790883647543,12,17.0,1.45
6493,148600,2504.464789648404,12,23.0,1.45
6494,145900,2137.7053421275677,12,21.0,1.45
6495,149100,2051.436580586214,12,22.0,1.45
6496,150100,2996.8138639426193,12,26.0,1.45
6497,146900,2640.58475181713,12,25.0,1.45
6498,148900,2332.7109398356993,12,20.0,1.45
6499,149500,2639.482806628556,12,26.0,1.45
6500,144400,2325.179034512808,12,18.0,1.45
6501,147200,2252.6082681881035,12,23.0,1.45
6502,149300,2209.1004663191457,12,26.0,1.45
6503,151400,2438.2986975591516,12,38.0,1.45
6504,151500,3013.4913192087065,12,38.0,1.45
6505,148800,2513.155752832892,12,29.0,1.45
6506,147700,2048.4441017140844,12,19.0,1.45
6507,148500,2875.534224255346,12,20.0,1.45
6508,152700,3138.5515006688197,12,38.0,1.45
6509,151800,2070.341097842528,12,31.0,1.45
6510,151000,2131.662542916913,12,31.0,1.45
6511,147800,1950.3018051113395,12,22.0,1.45
6512,149000,2732.0712733422047,12,26.0,1.45
6513,149400,2202.5825572033154,12,28.0,1.45
6514,153400,2867.147607044493,12,43.0,1.45
6515,151100,2357.0257767726603,12,28.0,1.45
6516,152000,2293.052427107821,12,27.0,1.45
6517,151200,2398.625768344146,12,29.0,1.45
6518,153100,2396.9020965264076,12,35.0,1.45
6519,154200,3051.060980226366,12,39.0,1.45
6520,150600,1924.621868252102,12,37.0,1.45
6521,153300,2423.813976499839,12,47.0,1.45
6522,153900,2563.957186543544,12,44.0,1.45
6523,152800,2560.8613627381874,12,45.0,1.45
6524,151700,1972.4925049559681,12,41.0,1.45
6525,154600,2667.250284960092,12,40.0,1.45
6526,148300,1812.157876026667,12,23.0,1.45
6527,154500,3524.020283222194,12,35.0,1.45
6528,151600,2417.2571541511056,12,44.0,1.45
6529,149200,2046.2474134161394,12,28.0,1.45
6530,150300,2407.824369797133,12,36.0,1.45
6531,155700,2409.3964329553514,12,54.0,1.45
6532,155100,2625.620140994174,12,49.0,1.45
6533,152900,2942.7957392147828,12,42.0,1.45
6534,152200,2218.6258648359953,12,39.0,1.45
6535,155500,2437.4616395869234,12,46.0,1.45
6536,153800,2399.3359962169484,12,38.0,1.45
6537,155900,2382.8620733403295,12,49.0,1.45
6538,153500,2769.927282962182,12,39.0,1.45
6539,156000,2686.6683198559485,12,51.0,1.45
6540,156100,2184.3175541059454,12,44.0,1.45
6541,153700,2547.1025192121265,12,33.0,1.45
6542,154100,2747.419572840241,12,42.0,1.45
6543,152400,2248.450145553171,12,31.0,1.45
6544,156500,2482.3851446198955,12,47.0,1.45
6545,152500,2564.137010430794,12,37.0,1.45
6546,152600,2296.018252375596,12,27.0,1.45
6547,155800,2180.499262454797,12,46.0,1.45
6548,157600,2695.1492251778477,12,46.0,1.45
6549,153600,2893.427716873957,12,39.0,1.45
6550,152300,2966.5381747682172,12,40.0,1.45
6551,150000,2469.391322727956,12,26.0,1.45
6552,153000,2566.1511928525706,12,40.0,1.45
6553,154000,2620.570950363787,12,35.0,1.45
6554,150800,2599.8101511589475,12,33.0,1.45
6555,154400,2687.5545582537093,12,47.0,1.45
6556,158300,2497.078753532378,12,49.0,1.45
6557,154800,2578.0984076601408,12,37.0,1.45
6558,154900,2375.408253482562,12,43.0,1.45
6559,154300,3007.610071752401,12,34.0,1.45
6560,156700,2709.9579832746863,12,52.0,1.45
6561,106700,,12,1.0,1.45
6562,112400,,12,1.0,1.45
6563,113300,5257.78638413195,12,2.0,1.45
6564,115800,1932.3811966199353,12,4.0,1.45
6565,119200,,12,1.0,1.45
6566,122500,,12,1.0,1.45
6567,126200,3379.9803192859836,12,3.0,1.45
6568,125300,676.526910329804,12,3.0,1.45
6569,127800,2348.7044094379803,12,3.0,1.45
6570,128900,210.00478960660598,12,3.0,1.45
6571,128600,960.1238913675145,12,4.0,1.45
6572,131800,2032.1429378384255,12,9.0,1.45
6573,132100,2780.6845878729014,12,5.0,1.45
6574,132600,1257.157277564039,12,5.0,1.45
6575,133200,2537.2040276698003,12,8.0,1.45
6576,136600,2320.926918175871,12,6.0,1.45
6577,132800,2246.042978752264,12,6.0,1.45
6578,133700,2192.239272266064,12,6.0,1.45
6579,135300,1639.30414468336,12,6.0,1.45
6580,136100,1883.3952121943262,12,8.0,1.45
6581,136800,2159.377596725021,12,11.0,1.45
6582,135400,2484.549725985285,12,5.0,1.45
6583,136300,2069.627220830632,12,6.0,1.45
6584,135500,2593.995608710516,12,6.0,1.45
6585,136500,1581.3682626670989,12,8.0,1.45
6586,138800,1790.2270408314537,12,7.0,1.45
6587,138700,2553.2287304971333,12,6.0,1.45
6588,137400,2689.828952353098,12,12.0,1.45
6589,139900,2293.306164754033,12,13.0,1.45
6590,140100,3378.0256230856558,12,13.0,1.45
6591,139700,2605.268604550821,12,9.0,1.45
6592,140700,3065.6608097890767,12,15.0,1.45
6593,140200,2985.892806295837,12,13.0,1.45
6594,141700,2229.2584689972546,12,15.0,1.45
6595,144600,2947.4333456916243,12,15.0,1.45
6596,142000,1508.4677930745909,12,4.0,1.45
6597,144800,2054.711877183329,12,17.0,1.45
6598,145400,2020.8644353142465,12,24.0,1.45
6599,143300,2874.2025805745598,12,14.0,1.45
6600,144900,2123.6874458863504,12,14.0,1.45
6601,146800,2244.109444850116,12,25.0,1.45
6602,149700,2085.3041239690374,12,28.0,1.45
6603,155000,3170.997126705284,12,36.0,1.45
6604,148700,2416.425511710127,12,19.0,1.45
6605,147900,3077.2703639022798,12,25.0,1.45
6606,150200,2871.203745027691,12,35.0,1.45
6607,150700,2416.422185360353,12,34.0,1.45
6608,150900,2647.5797203742545,12,43.0,1.45
6609,150400,2154.7605066758742,12,37.0,1.45
6610,151300,2213.482865132581,12,34.0,1.45
6611,160800,3197.200674109876,12,58.0,1.45
6612,149800,2691.444792789849,12,26.0,1.45
6613,152100,2670.1464832360407,12,27.0,1.45
6614,151900,2156.693323331199,12,23.0,1.45
6615,153200,2608.0327196759467,12,42.0,1.45
6616,160000,2727.165893641753,12,57.0,1.45
6617,156900,3103.515098197686,12,53.0,1.45
6618,155400,2165.629688897231,12,41.0,1.45
6619,156800,2525.836893995067,12,56.0,1.45
6620,156600,2530.7272079056042,12,55.0,1.45
6621,157400,2599.5024010662987,12,64.0,1.45
6622,155600,2731.877889894151,12,30.0,1.45
6623,159500,2743.812737041523,12,60.0,1.45
6624,154700,2729.086400876125,12,39.0,1.45
6625,158500,2967.5068217781372,12,62.0,1.45
6626,157300,2435.3875265746246,12,45.0,1.45
6627,157900,2381.3121351767154,12,48.0,1.45
6628,157100,2696.6134482122097,12,50.0,1.45
6629,159400,2932.7127614414926,12,67.0,1.45
6630,157500,2759.639418995055,12,66.0,1.45
6631,158000,2680.427667163468,12,56.0,1.45
6632,157200,2976.2891280209888,12,33.0,1.45
6633,158100,2869.871388586267,12,50.0,1.45
6634,108500,,12,1.0,1.45
6635,117200,,12,1.0,1.45
6636,120400,3572.354087406473,12,4.0,1.45
6637,121400,2065.2379369767846,12,2.0,1.45
6638,125700,3549.3786797276657,12,3.0,1.45
6639,125600,2251.6998237949642,12,5.0,1.45
6640,127700,4037.7743690562643,12,3.0,1.45
6641,128700,3040.088187966394,12,3.0,1.45
6642,129800,1220.5909170970515,12,6.0,1.45
6643,131600,739.6108666486302,12,4.0,1.45
6644,130500,2798.3116013651806,12,6.0,1.45
6645,137300,2189.1515553511404,12,7.0,1.45
6646,133300,1371.0796698885301,12,4.0,1.45
6647,135000,1588.540511880557,12,5.0,1.45
6648,142600,1333.3032991642017,12,11.0,1.45
6649,141900,2170.830039633616,12,13.0,1.45
6650,139000,2421.9174361705545,12,5.0,1.45
6651,137800,1831.7210164129415,12,10.0,1.45
6652,139600,2608.0244558138133,12,10.0,1.45
6653,141300,1847.0908210113012,12,13.0,1.45
6654,141500,3754.4608924391287,12,13.0,1.45
6655,142200,1674.506000669283,12,15.0,1.45
6656,143800,2425.2685602446463,12,20.0,1.45
6657,144200,2166.007757651007,12,22.0,1.45
6658,141400,1762.037478296106,12,11.0,1.45
6659,145300,2203.921552585651,12,14.0,1.45
6660,145200,2204.9693589441526,12,13.0,1.45
6661,146000,2021.5013069106285,12,21.0,1.45
6662,146500,1591.348014815171,12,21.0,1.45
6663,148100,2797.7399907862105,12,24.0,1.45
6664,160100,2854.6559489986626,12,67.0,1.45
6665,157800,2886.2306370848805,12,47.0,1.45
6666,156200,2569.0246463478197,12,41.0,1.45
6667,155300,2423.693269257313,12,37.0,1.45
6668,158900,2262.3541942540824,12,60.0,1.45
6669,161000,2679.3890871312333,12,72.0,1.45
6670,158400,2169.9351281944487,12,64.0,1.45
6671,159100,2788.065675570281,12,56.0,1.45
6672,161400,2596.4551990989485,12,63.0,1.45
6673,157700,2596.461514877154,12,51.0,1.45
6674,161200,2845.6653430481056,12,66.0,1.45
6675,160900,2531.4459522394095,12,57.0,1.45
6676,158600,2404.5976451385327,12,65.0,1.45
6677,159000,2530.8312020572293,12,63.0,1.45
6678,159700,2529.676901794057,12,57.0,1.45
6679,161100,2429.463038712594,12,55.0,1.45
6680,159600,2595.4259595105796,12,56.0,1.45
6681,160600,2717.2495101217564,12,47.0,1.45
6682,160500,2456.0354236785197,12,56.0,1.45
6683,161300,2303.9629547540926,12,58.0,1.45
6684,162300,2203.714884660274,12,63.0,1.45
6685,162100,2425.8773122305943,12,73.0,1.45
6686,160300,2976.3339625626027,12,69.0,1.45
6687,167300,2804.3989556351294,12,70.0,1.45
6688,158800,2521.9687513660274,12,56.0,1.45
6689,160400,3077.62671788634,12,52.0,1.45
6690,160700,2864.199050497465,12,54.0,1.45
6691,162900,2719.8729689866695,12,57.0,1.45
6692,161800,2587.696720757683,12,60.0,1.45
6693,160200,2465.971499427987,12,51.0,1.45
6694,158700,2710.8799896548153,12,48.0,1.45
6695,162800,2554.597558771642,12,65.0,1.45
6696,161700,2881.3071679839513,12,78.0,1.45
6697,161900,2852.188608814504,12,57.0,1.45
6698,115700,,12,1.0,1.45
6699,128000,2710.0784223294686,12,5.0,1.45
6700,132200,2520.094848170286,12,5.0,1.45
6701,135100,1885.7061706687073,12,8.0,1.45
6702,134400,3521.524149441609,12,7.0,1.45
6703,138400,2124.2979998472315,12,6.0,1.45
6704,148200,2723.550272267449,12,18.0,1.45
6705,147400,2631.244454351721,12,12.0,1.45
6706,158200,2800.7327484413977,12,43.0,1.45
6707,159900,2333.374265203208,12,60.0,1.45
6708,156400,2778.9560452896094,12,46.0,1.45
6709,159300,2688.1767878155583,12,58.0,1.45
6710,163900,3114.7715976476316,12,63.0,1.45
6711,163000,3050.348883405788,12,59.0,1.45
6712,162200,2862.581280562899,12,59.0,1.45
6713,162500,3377.622231091716,12,61.0,1.45
6714,164900,2404.785586331072,12,54.0,1.45
6715,164000,2911.1323225869805,12,65.0,1.45
6716,163700,2661.4793946622476,12,74.0,1.45
6717,163500,1978.1342919286894,12,56.0,1.45
6718,163200,2968.4313627366887,12,82.0,1.45
6719,167600,3026.647940211592,12,62.0,1.45
6720,164100,3032.9156856390846,12,63.0,1.45
6721,164300,3283.4752482648855,12,52.0,1.45
6722,162700,2653.504333367166,12,56.0,1.45
6723,164600,2597.1376541735276,12,83.0,1.45
6724,165600,3452.2195238458235,12,55.0,1.45
6725,166900,3013.5340239411403,12,56.0,1.45
6726,166400,2911.9364595569273,12,66.0,1.45
6727,167400,3110.970176705059,12,43.0,1.45
6728,167100,2237.6100679933134,12,48.0,1.45
6729,165300,2883.8265943496867,12,58.0,1.45
6730,168100,2466.4730947599983,12,65.0,1.45
6731,164500,2762.5632808314085,12,72.0,1.45
6732,166300,2696.2643933554705,12,64.0,1.45
6733,165000,3016.964621851384,12,68.0,1.45
6734,166600,3173.316202999385,12,56.0,1.45
6735,163300,2400.7190247874705,12,71.0,1.45
6736,165800,2625.7828310827313,12,53.0,1.45
6737,165200,2804.3013866442166,12,67.0,1.45
6738,169600,2570.2104981111843,12,45.0,1.45
6739,171000,2748.272047283344,12,34.0,1.45
6740,168400,3200.4398934360042,12,38.0,1.45
6741,168600,2983.5326787384906,12,47.0,1.45
6742,168700,2940.7670111700545,12,52.0,1.45
6743,170300,2357.9712408664595,12,41.0,1.45
6744,171200,3286.985925633373,12,23.0,1.45
6745,167500,2953.44431644248,12,56.0,1.45
6746,168900,2991.5410772777495,12,50.0,1.45
6747,169700,2885.2323379172803,12,40.0,1.45
6748,169200,2658.213259605225,12,37.0,1.45
6749,170500,2110.6122963694193,12,39.0,1.45
6750,170800,2477.73232584096,12,25.0,1.45
6751,173800,4127.437848561738,12,17.0,1.45
6752,167900,2959.9820654764194,12,40.0,1.45
6753,163400,2802.789425063719,12,65.0,1.45
6754,169900,2631.400011118149,12,29.0,1.45
6755,167700,3061.526775026725,12,62.0,1.45
6756,166500,2890.5470126424298,12,64.0,1.45
6757,171100,2799.5993009321073,12,34.0,1.45
6758,166800,2729.1963279950737,12,47.0,1.45
6759,167000,2696.941018415802,12,56.0,1.45
6760,170600,3091.69573313798,12,41.0,1.45
6761,167800,2297.766167447685,12,45.0,1.45
6762,163600,2840.3802827606255,12,54.0,1.45
6763,171700,2609.072219075425,12,31.0,1.45
6764,168800,2813.032857381474,12,37.0,1.45
6765,170400,2391.7174335477125,12,35.0,1.45
6766,170200,3263.1577933111134,12,50.0,1.45
6767,170700,2890.5737015629493,12,50.0,1.45
6768,166000,2387.3411272318726,12,62.0,1.45
6769,169000,3167.656632836078,12,53.0,1.45
6770,172000,3029.758195142827,12,33.0,1.45
6771,177600,3751.622014113038,12,12.0,1.45
6772,174600,2996.77014276405,12,22.0,1.45
6773,172400,2735.380571647169,12,25.0,1.45
6774,171500,2288.1743904619384,12,27.0,1.45
6775,169500,2502.0431914393575,12,45.0,1.45
6776,171800,3389.4047139802647,12,28.0,1.45
6777,174000,3347.5032411478264,12,17.0,1.45
6778,170100,3493.5963205540434,12,39.0,1.45
6779,118800,1437.4707463480588,12,2.0,1.45
6780,126000,2794.5930332221583,12,3.0,1.45
6781,128400,1338.973509163941,12,4.0,1.45
6782,133900,1445.0181605917983,12,6.0,1.45
6783,134900,2004.8536626451976,12,12.0,1.45
6784,138300,1498.105517039501,12,9.0,1.45
6785,139300,1902.8712719534835,12,10.0,1.45
6786,141200,2151.530318637448,12,11.0,1.45
6787,138100,3035.774418663852,12,11.0,1.45
6788,144300,2745.303205437278,12,12.0,1.45
6789,143200,1470.3251257208885,12,13.0,1.45
6790,149900,2661.0332100347646,12,28.0,1.45
6791,156300,2395.2619969271987,12,52.0,1.45
6792,159200,2875.3703648919695,12,40.0,1.45
6793,157000,2842.3980822350504,12,52.0,1.45
6794,161500,2619.6376217393586,12,74.0,1.45
6795,161600,2758.083417745139,12,52.0,1.45
6796,165400,2550.4702585118757,12,59.0,1.45
6797,164700,2776.3347449197145,12,63.0,1.45
6798,164400,3070.0182571508462,12,69.0,1.45
6799,163800,2732.4149184671087,12,59.0,1.45
6800,162400,2881.062814626094,12,66.0,1.45
6801,168000,3265.3091348690186,12,38.0,1.45
6802,167200,2902.426096725846,12,55.0,1.45
6803,171600,3076.1874949965645,12,44.0,1.45
6804,170000,2697.322148604428,12,42.0,1.45
6805,172600,3457.2202474449978,12,36.0,1.45
6806,169100,2856.616404730929,12,46.0,1.45
6807,165100,2612.1509433881097,12,45.0,1.45
6808,169800,2751.0666848084193,12,37.0,1.45
6809,168200,3444.7647799094398,12,44.0,1.45
6810,176800,3900.418148302573,12,16.0,1.45
6811,168500,2726.206295864019,12,47.0,1.45
6812,166100,2758.1302386488783,12,60.0,1.45
6813,174400,2966.2434860138846,12,18.0,1.45
6814,172800,2725.878791249902,12,30.0,1.45
6815,171900,3292.2567524374035,12,29.0,1.45
6816,173300,2434.1370473598454,12,21.0,1.45
6817,173700,2641.443881494424,12,35.0,1.45
6818,174300,3651.8822992511514,12,22.0,1.45
6819,174900,2480.8039009320805,12,9.0,1.45
6820,172500,3077.2176855605467,12,34.0,1.45
6821,175100,3225.942294217934,12,17.0,1.45
6822,175600,3382.7228873907015,12,14.0,1.45
6823,175200,3087.9466098542857,12,22.0,1.45
6824,171400,3227.942941789425,12,31.0,1.45
6825,176300,3350.337230992492,12,17.0,1.45
6826,177200,3125.6432194272593,12,15.0,1.45
6827,174200,3862.4083218156443,12,19.0,1.45
6828,172200,3428.852644280261,12,28.0,1.45
6829,179200,2433.1306127946477,12,9.0,1.45
6830,177100,3533.2427521512222,12,12.0,1.45
6831,122600,975.8642354353346,12,3.0,1.45
6832,126500,665.8885182504598,12,3.0,1.45
6833,128500,2767.846596368051,12,3.0,1.45
6834,127500,194.58694734777305,12,2.0,1.45
6835,131500,3880.0364859002702,12,3.0,1.45
6836,133800,1513.4162904625102,12,5.0,1.45
6837,137600,1333.4307291037032,12,6.0,1.45
6838,137200,1824.9488453997055,12,8.0,1.45
6839,138900,2531.243419017133,12,4.0,1.45
6840,145100,2030.382821187438,12,14.0,1.45
6841,155200,2708.927943712302,12,45.0,1.45
6842,163100,2458.6716247924214,12,64.0,1.45
6843,162600,2918.1501779129376,12,69.0,1.45
6844,164800,2607.003969150212,12,59.0,1.45
6845,165500,2310.4297677439963,12,60.0,1.45
6846,164200,2429.357003178192,12,54.0,1.45
6847,166200,2896.078940903196,12,51.0,1.45
6848,169400,2649.796833572041,12,54.0,1.45
6849,113500,2067.055422375303,12,2.0,1.45
6850,119800,1258.0225258343316,12,5.0,1.45
6851,122700,892.3300879553268,12,2.0,1.45
6852,125800,874.5308844476467,12,2.0,1.45
6853,129700,1939.6491435119801,12,2.0,1.45
6854,130200,1890.7432755450861,12,6.0,1.45
6855,135200,1514.2060507713963,12,12.0,1.45
6856,165700,2465.1617473017814,12,68.0,1.45
6857,166700,2470.331278791526,12,65.0,1.45
6858,168300,2462.8578502897335,12,40.0,1.45
6859,173200,3294.635136226629,12,22.0,1.45
6860,169300,3295.9582035937765,12,40.0,1.45
6861,172700,3227.8707298119984,12,15.0,1.45
6862,170900,3118.0553535768613,12,33.0,1.45
6863,173100,2794.634234088101,12,23.0,1.45
6864,116000,,12,1.0,1.45
6865,123500,902.996848009705,12,3.0,1.45
6866,133600,1072.7093236426097,12,4.0,1.45
6867,133000,1571.611672129484,12,5.0,1.45
6868,136700,1337.5981157100546,12,8.0,1.45
6869,141100,1404.7243912752558,12,8.0,1.45
6870,142700,1882.9215364229192,12,20.0,1.45
6871,146400,2312.9738709571075,12,16.0,1.45
6872,142100,1713.6753147411848,12,10.0,1.45
6873,165900,2566.676245928583,12,45.0,1.45
6874,172100,3200.4380033393277,12,24.0,1.45
6875,173400,2797.449111296848,12,21.0,1.45
6876,113100,69.51743542540245,12,2.0,1.45
6877,122100,,12,1.0,1.45
6878,132700,1740.7257970562478,12,3.0,1.45
6879,147100,2536.6935985414802,12,21.0,1.45
6880,159800,2483.956504973286,12,60.0,1.45
6881,162000,2627.421199135514,12,72.0,1.45
6882,171300,3297.5450462546382,12,32.0,1.45
